Reading,Receive,Value,Unit,Quality
2016-07-13 09:11:25,2016-07-13 09:11:28,7.45,ft,A
2016-07-13 08:42:05,2016-07-13 08:42:09,7.38,ft,A
2016-07-13 08:13:03,2016-07-13 08:13:06,7.11,ft,A
2016-07-13 07:43:35,2016-07-13 07:43:38,6.06,ft,A
2016-07-13 07:13:08,2016-07-13 07:13:11,5.62,ft,A
2016-07-13 06:42:43,2016-07-13 06:42:47,5.63,ft,A
2016-07-13 06:12:31,2016-07-13 06:12:35,5.62,ft,A
2016-07-13 05:42:35,2016-07-13 05:42:39,5.62,ft,A
2016-07-13 05:11:48,2016-07-13 05:11:51,5.62,ft,A
2016-07-13 04:41:58,2016-07-13 04:42:01,5.61,ft,A
2016-07-13 04:11:33,2016-07-13 04:11:37,5.61,ft,A
2016-07-13 03:41:41,2016-07-13 03:41:44,5.60,ft,A
2016-07-13 03:11:30,2016-07-13 03:11:34,5.61,ft,A
2016-07-13 02:41:20,2016-07-13 02:41:24,5.61,ft,A
2016-07-13 02:11:12,2016-07-13 02:11:15,5.62,ft,A
2016-07-13 01:41:18,2016-07-13 01:41:22,5.61,ft,A
2016-07-13 01:11:16,2016-07-13 01:11:19,5.61,ft,A
2016-07-13 00:40:31,2016-07-13 00:40:34,5.60,ft,A
2016-07-13 00:11:06,2016-07-13 00:11:10,5.60,ft,A
2016-07-12 23:40:52,2016-07-12 23:40:55,5.60,ft,A
2016-07-12 23:10:38,2016-07-12 23:10:41,5.60,ft,A
2016-07-12 22:40:46,2016-07-12 22:40:49,5.60,ft,A
2016-07-12 22:11:01,2016-07-12 22:11:04,5.58,ft,A
2016-07-12 21:41:04,2016-07-12 21:41:07,5.58,ft,A
2016-07-12 21:10:55,2016-07-12 21:10:59,5.59,ft,A
2016-07-12 20:41:38,2016-07-12 20:41:41,5.57,ft,A
2016-07-12 20:10:56,2016-07-12 20:10:59,5.56,ft,A
2016-07-12 19:41:27,2016-07-12 19:41:31,5.56,ft,A
2016-07-12 19:11:01,2016-07-12 19:11:05,5.57,ft,A
2016-07-12 18:40:35,2016-07-12 18:40:42,5.57,ft,A
2016-07-12 18:10:15,2016-07-12 18:10:18,5.57,ft,A
2016-07-12 17:41:21,2016-07-12 17:41:25,5.57,ft,A
2016-07-12 17:10:50,2016-07-12 17:10:53,5.57,ft,A
2016-07-12 16:42:40,2016-07-12 16:42:43,5.57,ft,A
2016-07-12 16:13:33,2016-07-12 16:13:36,5.57,ft,A
2016-07-12 15:41:48,2016-07-12 15:41:52,5.57,ft,A
2016-07-12 15:11:24,2016-07-12 15:11:27,5.57,ft,A
2016-07-12 14:41:16,2016-07-12 14:41:19,5.56,ft,A
2016-07-12 14:10:51,2016-07-12 14:10:55,5.57,ft,A
2016-07-12 13:41:18,2016-07-12 13:41:21,5.53,ft,A
2016-07-12 13:11:10,2016-07-12 13:11:13,5.53,ft,A
2016-07-12 12:42:21,2016-07-12 12:42:24,5.54,ft,A
2016-07-12 12:10:56,2016-07-12 12:10:59,5.53,ft,A
2016-07-12 11:43:37,2016-07-12 11:43:40,5.54,ft,A
2016-07-12 09:13:03,2016-07-12 09:13:06,5.56,ft,A
2016-07-12 08:41:40,2016-07-12 08:41:44,5.57,ft,A
2016-07-12 08:12:15,2016-07-12 08:12:18,5.55,ft,A
2016-07-12 07:43:16,2016-07-12 07:43:19,5.50,ft,A
2016-07-12 07:12:40,2016-07-12 07:12:43,5.50,ft,A
2016-07-12 06:43:21,2016-07-12 06:43:25,5.50,ft,A
2016-07-12 06:12:53,2016-07-12 06:12:56,5.50,ft,A
2016-07-12 05:42:06,2016-07-12 05:42:09,5.50,ft,A
2016-07-12 05:11:59,2016-07-12 05:12:02,5.50,ft,A
2016-07-12 04:41:27,2016-07-12 04:41:30,5.49,ft,A
2016-07-12 04:11:32,2016-07-12 04:11:35,5.49,ft,A
2016-07-12 03:41:03,2016-07-12 03:41:07,5.49,ft,A
2016-07-12 03:10:44,2016-07-12 03:10:47,5.49,ft,A
2016-07-12 02:40:45,2016-07-12 02:40:48,5.49,ft,A
2016-07-12 02:11:22,2016-07-12 02:11:26,5.48,ft,A
2016-07-12 01:40:43,2016-07-12 01:40:46,5.49,ft,A
2016-07-12 01:10:48,2016-07-12 01:10:51,5.48,ft,A
2016-07-12 00:40:52,2016-07-12 00:40:56,5.48,ft,A
2016-07-12 00:10:43,2016-07-12 00:10:46,5.48,ft,A
2016-07-11 23:40:36,2016-07-11 23:40:39,5.48,ft,A
2016-07-11 23:11:03,2016-07-11 23:11:06,5.48,ft,A
2016-07-11 22:40:33,2016-07-11 22:40:36,5.47,ft,A
2016-07-11 22:10:33,2016-07-11 22:10:37,5.46,ft,A
2016-07-11 21:40:56,2016-07-11 21:40:59,5.46,ft,A
2016-07-11 21:11:01,2016-07-11 21:11:04,5.46,ft,A
2016-07-11 20:40:43,2016-07-11 20:40:46,5.46,ft,A
2016-07-11 20:10:54,2016-07-11 20:10:57,5.46,ft,A
2016-07-11 19:40:46,2016-07-11 19:40:49,5.45,ft,A
2016-07-11 19:10:54,2016-07-11 19:10:58,5.45,ft,A
2016-07-11 18:41:01,2016-07-11 18:41:05,5.46,ft,A
2016-07-11 18:10:53,2016-07-11 18:10:56,5.45,ft,A
2016-07-11 17:40:59,2016-07-11 17:41:03,5.45,ft,A
2016-07-11 17:11:18,2016-07-11 17:11:22,5.46,ft,A
2016-07-11 16:41:39,2016-07-11 16:41:42,5.45,ft,A
2016-07-11 16:13:02,2016-07-11 16:13:05,5.46,ft,A
2016-07-11 15:41:30,2016-07-11 15:41:38,5.47,ft,A
2016-07-11 15:11:06,2016-07-11 15:11:09,5.47,ft,A
2016-07-11 14:41:00,2016-07-11 14:41:03,5.48,ft,A
2016-07-11 14:11:16,2016-07-11 14:11:19,5.48,ft,A
2016-07-11 13:40:34,2016-07-11 13:40:37,5.49,ft,A
2016-07-11 13:10:54,2016-07-11 13:10:57,5.48,ft,A
2016-07-11 12:40:19,2016-07-11 12:40:23,5.49,ft,A
2016-07-11 12:10:49,2016-07-11 12:10:52,5.48,ft,A
2016-07-11 11:41:27,2016-07-11 11:41:30,5.49,ft,A
2016-07-11 11:11:07,2016-07-11 11:11:11,5.49,ft,A
2016-07-11 10:41:11,2016-07-11 10:41:15,5.49,ft,A
2016-07-11 10:10:55,2016-07-11 10:10:58,5.49,ft,A
2016-07-11 09:40:30,2016-07-11 09:40:33,5.50,ft,A
2016-07-11 09:11:36,2016-07-11 09:11:39,5.52,ft,A
2016-07-11 08:41:25,2016-07-11 08:41:31,5.55,ft,A
2016-07-11 08:12:06,2016-07-11 08:12:09,5.58,ft,A
2016-07-11 07:42:12,2016-07-11 07:42:16,5.58,ft,A
2016-07-11 07:12:05,2016-07-11 07:12:08,5.60,ft,A
2016-07-11 06:41:50,2016-07-11 06:41:53,5.58,ft,A
2016-07-11 06:12:11,2016-07-11 06:12:15,5.54,ft,A
2016-07-11 05:42:12,2016-07-11 05:42:15,5.42,ft,A
2016-07-11 05:12:16,2016-07-11 05:12:19,5.42,ft,A
2016-07-11 04:42:07,2016-07-11 04:42:10,5.41,ft,A
2016-07-11 04:10:53,2016-07-11 04:10:57,5.41,ft,A
2016-07-11 03:41:01,2016-07-11 03:41:04,5.42,ft,A
2016-07-11 03:10:54,2016-07-11 03:10:57,5.42,ft,A
2016-07-11 02:40:47,2016-07-11 02:40:51,5.42,ft,A
2016-07-11 02:10:49,2016-07-11 02:10:52,5.41,ft,A
2016-07-11 01:40:56,2016-07-11 01:40:59,5.41,ft,A
2016-07-11 01:10:34,2016-07-11 01:10:37,5.41,ft,A
2016-07-11 00:40:50,2016-07-11 00:40:53,5.41,ft,A
2016-07-11 00:10:40,2016-07-11 00:10:44,5.41,ft,A
2016-07-10 23:40:34,2016-07-10 23:40:38,5.42,ft,A
2016-07-10 23:10:25,2016-07-10 23:10:29,5.41,ft,A
2016-07-10 22:40:33,2016-07-10 22:40:36,5.42,ft,A
2016-07-10 22:10:16,2016-07-10 22:10:19,5.41,ft,A
2016-07-10 21:40:37,2016-07-10 21:40:40,5.41,ft,A
2016-07-10 21:10:23,2016-07-10 21:10:26,5.42,ft,A
2016-07-10 20:40:04,2016-07-10 20:40:08,5.42,ft,A
2016-07-10 20:10:02,2016-07-10 20:10:05,5.41,ft,A
2016-07-10 19:40:36,2016-07-10 19:40:39,5.41,ft,A
2016-07-10 19:10:34,2016-07-10 19:10:38,5.40,ft,A
2016-07-10 18:40:13,2016-07-10 18:40:17,5.40,ft,A
2016-07-10 18:10:15,2016-07-10 18:10:18,5.40,ft,A
2016-07-10 17:40:25,2016-07-10 17:40:28,5.40,ft,A
2016-07-10 17:10:05,2016-07-10 17:10:08,5.39,ft,A
2016-07-10 16:40:26,2016-07-10 16:40:30,5.38,ft,A
2016-07-10 16:10:20,2016-07-10 16:10:23,5.38,ft,A
2016-07-10 15:40:30,2016-07-10 15:40:33,5.39,ft,A
2016-07-10 15:10:11,2016-07-10 15:10:15,5.39,ft,A
2016-07-10 14:40:39,2016-07-10 14:40:42,5.39,ft,A
2016-07-10 14:10:05,2016-07-10 14:10:09,5.39,ft,A
2016-07-10 13:40:16,2016-07-10 13:40:20,5.40,ft,A
2016-07-10 13:10:21,2016-07-10 13:10:24,5.39,ft,A
2016-07-10 12:40:40,2016-07-10 12:40:44,5.40,ft,A
2016-07-10 12:10:39,2016-07-10 12:10:42,5.40,ft,A
2016-07-10 11:40:41,2016-07-10 11:40:47,5.40,ft,A
2016-07-10 11:10:34,2016-07-10 11:10:37,5.41,ft,A
2016-07-10 10:40:19,2016-07-10 10:40:22,5.42,ft,A
2016-07-10 10:10:38,2016-07-10 10:10:41,5.41,ft,A
2016-07-10 09:40:40,2016-07-10 09:40:43,5.41,ft,A
2016-07-10 09:10:43,2016-07-10 09:10:46,5.41,ft,A
2016-07-10 08:40:39,2016-07-10 08:40:42,5.42,ft,A
2016-07-10 08:11:15,2016-07-10 08:11:18,5.42,ft,A
2016-07-10 07:41:31,2016-07-10 07:41:34,5.42,ft,A
2016-07-10 07:11:39,2016-07-10 07:11:42,5.43,ft,A
2016-07-10 06:42:15,2016-07-10 06:42:19,5.44,ft,A
2016-07-10 06:11:52,2016-07-10 06:11:56,5.45,ft,A
2016-07-10 05:41:14,2016-07-10 05:41:17,5.45,ft,A
2016-07-10 05:11:16,2016-07-10 05:11:20,5.45,ft,A
2016-07-10 04:41:04,2016-07-10 04:41:07,5.44,ft,A
2016-07-10 04:10:56,2016-07-10 04:11:00,5.44,ft,A
2016-07-10 03:41:07,2016-07-10 03:41:10,5.44,ft,A
2016-07-10 03:11:05,2016-07-10 03:11:08,5.44,ft,A
2016-07-10 02:40:53,2016-07-10 02:40:57,5.44,ft,A
2016-07-10 02:10:34,2016-07-10 02:10:37,5.43,ft,A
2016-07-10 01:40:21,2016-07-10 01:40:25,5.43,ft,A
2016-07-10 01:10:20,2016-07-10 01:10:23,5.43,ft,A
2016-07-10 00:40:23,2016-07-10 00:40:27,5.42,ft,A
2016-07-10 00:10:25,2016-07-10 00:10:28,5.41,ft,A
2016-07-09 23:40:40,2016-07-09 23:40:43,5.41,ft,A
2016-07-09 23:10:27,2016-07-09 23:10:30,5.40,ft,A
2016-07-09 22:40:48,2016-07-09 22:40:51,5.38,ft,A
2016-07-09 22:10:18,2016-07-09 22:10:21,5.37,ft,A
2016-07-09 21:40:34,2016-07-09 21:40:38,5.34,ft,A
2016-07-09 21:10:39,2016-07-09 21:10:42,5.35,ft,A
2016-07-09 20:41:26,2016-07-09 20:41:29,5.35,ft,A
2016-07-09 20:11:16,2016-07-09 20:11:20,5.35,ft,A
2016-07-09 19:41:09,2016-07-09 19:41:12,5.35,ft,A
2016-07-09 19:10:18,2016-07-09 19:10:22,5.35,ft,A
2016-07-09 18:41:13,2016-07-09 18:41:16,5.35,ft,A
2016-07-09 18:11:11,2016-07-09 18:11:15,5.35,ft,A
2016-07-09 17:40:46,2016-07-09 17:40:50,5.36,ft,A
2016-07-09 17:10:14,2016-07-09 17:10:17,5.34,ft,A
2016-07-09 16:39:56,2016-07-09 16:39:59,5.34,ft,A
2016-07-09 16:10:17,2016-07-09 16:10:20,5.34,ft,A
2016-07-09 15:40:26,2016-07-09 15:40:30,5.33,ft,A
2016-07-09 15:10:05,2016-07-09 15:10:09,5.33,ft,A
2016-07-09 14:40:29,2016-07-09 14:40:32,5.28,ft,A
2016-07-09 14:10:30,2016-07-09 14:10:33,5.27,ft,A
2016-07-09 13:40:23,2016-07-09 13:40:26,5.27,ft,A
2016-07-09 13:09:58,2016-07-09 13:10:01,5.28,ft,A
2016-07-09 12:40:30,2016-07-09 12:40:33,5.27,ft,A
2016-07-09 12:09:54,2016-07-09 12:09:58,5.27,ft,A
2016-07-09 11:40:20,2016-07-09 11:40:24,5.27,ft,A
2016-07-09 11:10:08,2016-07-09 11:10:11,5.28,ft,A
2016-07-09 10:40:35,2016-07-09 10:40:38,5.28,ft,A
2016-07-09 10:10:59,2016-07-09 10:11:03,5.28,ft,A
2016-07-09 09:40:56,2016-07-09 09:40:59,5.29,ft,A
2016-07-09 09:10:44,2016-07-09 09:10:47,5.30,ft,A
2016-07-09 08:40:48,2016-07-09 08:40:51,5.31,ft,A
2016-07-09 08:11:13,2016-07-09 08:11:17,5.31,ft,A
2016-07-09 07:41:20,2016-07-09 07:41:24,5.30,ft,A
2016-07-09 07:11:23,2016-07-09 07:11:26,5.31,ft,A
2016-07-09 06:41:20,2016-07-09 06:41:23,5.31,ft,A
2016-07-09 06:11:51,2016-07-09 06:11:54,5.31,ft,A
2016-07-09 05:41:09,2016-07-09 05:41:13,5.31,ft,A
2016-07-09 05:10:58,2016-07-09 05:11:02,5.31,ft,A
2016-07-09 04:40:34,2016-07-09 04:40:37,5.30,ft,A
2016-07-09 04:10:49,2016-07-09 04:10:53,5.30,ft,A
2016-07-09 03:40:42,2016-07-09 03:40:45,5.30,ft,A
2016-07-09 03:10:33,2016-07-09 03:10:36,5.29,ft,A
2016-07-09 02:40:12,2016-07-09 02:40:15,5.29,ft,A
2016-07-09 02:10:28,2016-07-09 02:10:31,5.28,ft,A
2016-07-09 01:40:37,2016-07-09 01:40:40,5.28,ft,A
2016-07-09 01:10:26,2016-07-09 01:10:30,5.29,ft,A
2016-07-09 00:40:16,2016-07-09 00:40:20,5.29,ft,A
2016-07-09 00:11:27,2016-07-09 00:11:34,5.29,ft,A
2016-07-08 23:40:25,2016-07-08 23:40:29,5.29,ft,A
2016-07-08 23:10:26,2016-07-08 23:10:29,5.29,ft,A
2016-07-08 22:40:19,2016-07-08 22:40:23,5.30,ft,A
2016-07-08 22:10:19,2016-07-08 22:10:23,5.29,ft,A
2016-07-08 21:40:26,2016-07-08 21:40:29,5.30,ft,A
2016-07-08 21:10:44,2016-07-08 21:10:47,5.30,ft,A
2016-07-08 20:40:27,2016-07-08 20:40:30,5.30,ft,A
2016-07-08 20:10:18,2016-07-08 20:10:22,5.30,ft,A
2016-07-08 19:40:44,2016-07-08 19:40:48,5.30,ft,A
2016-07-08 19:10:34,2016-07-08 19:10:37,5.31,ft,A
2016-07-08 18:40:38,2016-07-08 18:40:41,5.31,ft,A
2016-07-08 18:10:46,2016-07-08 18:10:50,5.32,ft,A
2016-07-08 17:40:41,2016-07-08 17:40:45,5.32,ft,A
2016-07-08 17:11:04,2016-07-08 17:11:07,5.32,ft,A
2016-07-08 16:40:48,2016-07-08 16:40:52,5.32,ft,A
2016-07-08 16:10:50,2016-07-08 16:10:54,5.33,ft,A
2016-07-08 15:40:59,2016-07-08 15:41:02,5.33,ft,A
2016-07-08 15:10:43,2016-07-08 15:10:46,5.32,ft,A
2016-07-08 14:40:36,2016-07-08 14:40:39,5.36,ft,A
2016-07-08 14:10:44,2016-07-08 14:10:47,5.38,ft,A
2016-07-08 13:40:55,2016-07-08 13:40:58,5.39,ft,A
2016-07-08 13:10:32,2016-07-08 13:10:35,5.39,ft,A
2016-07-08 12:40:46,2016-07-08 12:40:49,5.40,ft,A
2016-07-08 12:10:26,2016-07-08 12:10:29,5.40,ft,A
2016-07-08 11:40:39,2016-07-08 11:40:43,5.40,ft,A
2016-07-08 11:10:55,2016-07-08 11:11:03,5.41,ft,A
2016-07-08 10:41:09,2016-07-08 10:41:13,5.41,ft,A
2016-07-08 10:10:59,2016-07-08 10:11:02,5.41,ft,A
2016-07-08 09:40:55,2016-07-08 09:40:59,5.42,ft,A
2016-07-08 09:11:50,2016-07-08 09:11:54,5.45,ft,A
2016-07-08 08:40:44,2016-07-08 08:40:47,5.50,ft,A
2016-07-08 08:11:25,2016-07-08 08:11:28,5.51,ft,A
2016-07-08 07:41:27,2016-07-08 07:41:30,5.46,ft,A
2016-07-08 07:11:20,2016-07-08 07:11:24,5.22,ft,A
2016-07-08 06:41:47,2016-07-08 06:41:50,5.23,ft,A
2016-07-08 06:11:55,2016-07-08 06:11:58,5.24,ft,A
2016-07-08 05:41:34,2016-07-08 05:41:38,5.25,ft,A
2016-07-08 05:10:55,2016-07-08 05:10:58,5.27,ft,A
2016-07-08 04:40:52,2016-07-08 04:40:56,5.29,ft,A
2016-07-08 04:11:12,2016-07-08 04:11:16,5.30,ft,A
2016-07-08 03:40:43,2016-07-08 03:40:46,5.33,ft,A
2016-07-08 03:10:41,2016-07-08 03:10:44,5.36,ft,A
2016-07-08 02:40:36,2016-07-08 02:40:39,5.35,ft,A
2016-07-08 02:10:47,2016-07-08 02:10:50,5.32,ft,A
2016-07-08 01:40:35,2016-07-08 01:40:38,5.32,ft,A
2016-07-08 01:10:51,2016-07-08 01:10:54,5.32,ft,A
2016-07-08 00:40:24,2016-07-08 00:40:27,5.31,ft,A
2016-07-08 00:10:36,2016-07-08 00:10:39,5.31,ft,A
2016-07-07 23:40:10,2016-07-07 23:40:13,5.31,ft,A
2016-07-07 23:10:25,2016-07-07 23:10:29,5.30,ft,A
2016-07-07 22:40:20,2016-07-07 22:40:24,5.28,ft,A
2016-07-07 22:10:54,2016-07-07 22:10:57,5.27,ft,A
2016-07-07 21:41:03,2016-07-07 21:41:06,5.28,ft,A
2016-07-07 21:10:25,2016-07-07 21:10:28,5.24,ft,A
2016-07-07 20:40:49,2016-07-07 20:40:52,5.22,ft,A
2016-07-07 20:10:32,2016-07-07 20:10:36,5.24,ft,A
2016-07-07 19:40:54,2016-07-07 19:40:58,5.30,ft,A
2016-07-07 19:10:34,2016-07-07 19:10:38,5.32,ft,A
2016-07-07 18:40:48,2016-07-07 18:40:51,5.33,ft,A
2016-07-07 18:10:39,2016-07-07 18:10:42,5.25,ft,A
2016-07-07 17:40:30,2016-07-07 17:40:33,5.27,ft,A
2016-07-07 17:10:26,2016-07-07 17:10:29,5.31,ft,A
2016-07-07 16:40:41,2016-07-07 16:40:44,5.28,ft,A
2016-07-07 16:11:39,2016-07-07 16:11:43,5.27,ft,A
2016-07-07 15:41:14,2016-07-07 15:41:17,5.26,ft,A
2016-07-07 15:11:32,2016-07-07 15:11:36,5.28,ft,A
2016-07-07 14:40:53,2016-07-07 14:40:56,5.25,ft,A
2016-07-07 14:11:30,2016-07-07 14:11:33,5.21,ft,A
2016-07-07 13:40:43,2016-07-07 13:40:46,5.23,ft,A
2016-07-07 13:11:13,2016-07-07 13:11:16,5.22,ft,A
2016-07-07 12:40:42,2016-07-07 12:40:45,5.22,ft,A
2016-07-07 12:10:50,2016-07-07 12:10:53,5.22,ft,A
2016-07-07 11:40:12,2016-07-07 11:40:15,5.22,ft,A
2016-07-07 11:11:01,2016-07-07 11:11:05,5.22,ft,A
2016-07-07 10:40:49,2016-07-07 10:40:52,5.21,ft,A
2016-07-07 10:10:29,2016-07-07 10:10:33,5.21,ft,A
2016-07-07 09:40:27,2016-07-07 09:40:30,5.19,ft,A
2016-07-07 09:11:08,2016-07-07 09:11:11,5.19,ft,A
2016-07-07 08:41:43,2016-07-07 08:41:46,5.19,ft,A
2016-07-07 08:11:58,2016-07-07 08:12:01,5.19,ft,A
2016-07-07 07:44:22,2016-07-07 07:44:26,5.18,ft,A
2016-07-07 07:12:37,2016-07-07 07:12:40,5.18,ft,A
2016-07-07 06:43:14,2016-07-07 06:43:17,5.17,ft,A
2016-07-07 06:12:32,2016-07-07 06:12:35,5.16,ft,A
2016-07-07 05:42:11,2016-07-07 05:42:15,5.15,ft,A
2016-07-07 05:12:43,2016-07-07 05:12:46,5.16,ft,A
2016-07-07 04:41:56,2016-07-07 04:41:59,5.16,ft,A
2016-07-07 04:12:20,2016-07-07 04:12:23,5.16,ft,A
2016-07-07 03:41:41,2016-07-07 03:41:45,5.15,ft,A
2016-07-07 03:11:52,2016-07-07 03:11:56,5.16,ft,A
2016-07-07 02:40:59,2016-07-07 02:41:02,5.16,ft,A
2016-07-07 02:10:56,2016-07-07 02:11:00,5.16,ft,A
2016-07-07 01:41:24,2016-07-07 01:41:28,5.16,ft,A
2016-07-07 01:10:50,2016-07-07 01:10:53,5.16,ft,A
2016-07-07 00:40:43,2016-07-07 00:40:46,5.16,ft,A
2016-07-07 00:10:47,2016-07-07 00:10:50,5.17,ft,A
2016-07-06 23:40:25,2016-07-06 23:40:28,5.17,ft,A
2016-07-06 23:10:41,2016-07-06 23:10:45,5.18,ft,A
2016-07-06 22:40:32,2016-07-06 22:40:35,5.17,ft,A
2016-07-06 22:10:32,2016-07-06 22:10:35,5.17,ft,A
2016-07-06 21:40:37,2016-07-06 21:40:40,5.17,ft,A
2016-07-06 21:10:34,2016-07-06 21:10:37,5.22,ft,A
2016-07-06 20:41:13,2016-07-06 20:41:17,5.29,ft,A
2016-07-06 20:10:57,2016-07-06 20:11:00,5.29,ft,A
2016-07-06 19:40:29,2016-07-06 19:40:32,5.30,ft,A
2016-07-06 19:10:41,2016-07-06 19:10:44,5.30,ft,A
2016-07-06 18:40:45,2016-07-06 18:40:48,5.29,ft,A
2016-07-06 18:10:45,2016-07-06 18:10:48,5.28,ft,A
2016-07-06 17:41:08,2016-07-06 17:41:11,5.28,ft,A
2016-07-06 17:11:39,2016-07-06 17:11:42,5.26,ft,A
2016-07-06 16:43:22,2016-07-06 16:43:26,5.23,ft,A
2016-07-06 16:14:03,2016-07-06 16:14:06,5.23,ft,A
2016-07-06 15:41:48,2016-07-06 15:41:51,5.22,ft,A
2016-07-06 15:11:07,2016-07-06 15:11:10,5.21,ft,A
2016-07-06 14:40:56,2016-07-06 14:40:59,5.21,ft,A
2016-07-06 14:11:08,2016-07-06 14:11:11,5.21,ft,A
2016-07-06 13:40:52,2016-07-06 13:40:55,5.21,ft,A
2016-07-06 13:10:30,2016-07-06 13:10:34,5.21,ft,A
2016-07-06 12:41:04,2016-07-06 12:41:08,5.22,ft,A
2016-07-06 12:11:16,2016-07-06 12:11:19,5.23,ft,A
2016-07-06 11:41:06,2016-07-06 11:41:10,5.24,ft,A
2016-07-06 11:10:43,2016-07-06 11:10:46,5.25,ft,A
2016-07-06 10:41:22,2016-07-06 10:41:26,5.28,ft,A
2016-07-06 10:11:17,2016-07-06 10:11:21,5.33,ft,A
2016-07-06 09:41:53,2016-07-06 09:41:56,5.30,ft,A
2016-07-06 09:11:17,2016-07-06 09:11:21,5.28,ft,A
2016-07-06 08:42:40,2016-07-06 08:42:43,5.25,ft,A
2016-07-06 08:12:25,2016-07-06 08:12:28,5.21,ft,A
2016-07-06 07:43:21,2016-07-06 07:43:24,5.18,ft,A
2016-07-06 07:14:13,2016-07-06 07:14:16,5.06,ft,A
2016-07-06 06:43:32,2016-07-06 06:43:36,5.02,ft,A
2016-07-06 06:12:59,2016-07-06 06:13:03,4.96,ft,A
2016-07-06 05:42:32,2016-07-06 05:42:36,4.97,ft,A
2016-07-06 05:12:15,2016-07-06 05:12:19,4.97,ft,A
2016-07-06 04:42:25,2016-07-06 04:42:28,4.97,ft,A
2016-07-06 04:11:43,2016-07-06 04:11:47,4.98,ft,A
2016-07-06 03:41:43,2016-07-06 03:41:46,4.99,ft,A
2016-07-06 03:12:06,2016-07-06 03:12:09,4.99,ft,A
2016-07-06 02:41:31,2016-07-06 02:41:34,5.00,ft,A
2016-07-06 02:11:21,2016-07-06 02:11:24,5.02,ft,A
2016-07-06 01:40:40,2016-07-06 01:40:44,5.02,ft,A
2016-07-06 01:10:27,2016-07-06 01:10:30,5.04,ft,A
2016-07-06 00:41:00,2016-07-06 00:41:04,5.05,ft,A
2016-07-06 00:10:53,2016-07-06 00:10:56,5.06,ft,A
2016-07-05 23:40:20,2016-07-05 23:40:23,5.08,ft,A
2016-07-05 23:09:58,2016-07-05 23:10:01,5.10,ft,A
2016-07-05 22:40:44,2016-07-05 22:40:48,5.12,ft,A
2016-07-05 22:10:53,2016-07-05 22:10:56,5.14,ft,A
2016-07-05 21:40:46,2016-07-05 21:40:49,5.18,ft,A
2016-07-05 21:10:57,2016-07-05 21:11:00,5.21,ft,A
2016-07-05 20:40:28,2016-07-05 20:40:32,5.25,ft,A
2016-07-05 20:10:37,2016-07-05 20:10:41,5.30,ft,A
2016-07-05 19:40:14,2016-07-05 19:40:17,5.30,ft,A
2016-07-05 19:10:35,2016-07-05 19:10:38,5.29,ft,A
2016-07-05 18:40:36,2016-07-05 18:40:39,5.30,ft,A
2016-07-05 18:10:44,2016-07-05 18:10:47,5.29,ft,A
2016-07-05 17:40:37,2016-07-05 17:40:41,5.29,ft,A
2016-07-05 17:11:31,2016-07-05 17:11:34,5.29,ft,A
2016-07-05 16:43:03,2016-07-05 16:43:06,5.27,ft,A
2016-07-05 16:14:01,2016-07-05 16:14:04,5.27,ft,A
2016-07-05 15:40:57,2016-07-05 15:41:00,5.26,ft,A
2016-07-05 15:11:25,2016-07-05 15:11:29,5.26,ft,A
2016-07-05 14:41:02,2016-07-05 14:41:05,5.25,ft,A
2016-07-05 14:11:02,2016-07-05 14:11:05,5.23,ft,A
2016-07-05 13:40:58,2016-07-05 13:41:01,5.22,ft,A
2016-07-05 13:10:49,2016-07-05 13:10:52,5.15,ft,A
2016-07-05 12:41:21,2016-07-05 12:41:25,5.15,ft,A
2016-07-05 12:11:17,2016-07-05 12:11:21,5.16,ft,A
2016-07-05 11:10:50,2016-07-05 11:10:53,5.16,ft,A
2016-07-05 10:40:39,2016-07-05 10:40:42,5.18,ft,A
2016-07-05 10:11:16,2016-07-05 10:11:19,5.19,ft,A
2016-07-05 09:40:38,2016-07-05 09:40:41,5.19,ft,A
2016-07-05 09:11:23,2016-07-05 09:11:26,5.19,ft,A
2016-07-05 08:42:29,2016-07-05 08:42:32,5.19,ft,A
2016-07-05 08:13:40,2016-07-05 08:13:43,5.18,ft,A
2016-07-05 07:44:20,2016-07-05 07:44:25,5.19,ft,A
2016-07-05 07:13:41,2016-07-05 07:13:45,5.19,ft,A
2016-07-05 06:43:46,2016-07-05 06:43:49,5.18,ft,A
2016-07-05 06:13:48,2016-07-05 06:13:51,5.18,ft,A
2016-07-05 05:43:13,2016-07-05 05:43:16,5.18,ft,A
2016-07-05 05:12:43,2016-07-05 05:12:46,5.17,ft,A
2016-07-05 04:41:55,2016-07-05 04:41:59,5.18,ft,A
2016-07-05 04:12:33,2016-07-05 04:12:36,5.17,ft,A
2016-07-05 03:41:37,2016-07-05 03:41:41,5.17,ft,A
2016-07-05 03:11:26,2016-07-05 03:11:30,5.16,ft,A
2016-07-05 02:40:44,2016-07-05 02:40:47,5.16,ft,A
2016-07-05 02:10:55,2016-07-05 02:10:58,5.14,ft,A
2016-07-05 01:40:49,2016-07-05 01:40:52,5.14,ft,A
2016-07-05 01:10:45,2016-07-05 01:10:48,5.16,ft,A
2016-07-05 00:40:36,2016-07-05 00:40:39,5.16,ft,A
2016-07-05 00:10:58,2016-07-05 00:11:02,5.17,ft,A
2016-07-04 23:40:34,2016-07-04 23:40:37,5.16,ft,A
